ID,Groups,Description,Baseline [02-10 11:00],[02-10 12:55],[02-10 13:28],[02-10 13:46],[02-11 05:36]
I-EXPR-29,Const Expressions,Const Set with simple values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-EXPR-28,Const Expressions,Const Map with typed declaration. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-EXPR-27,Const Expressions,Const Map with simple key-value pairs. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-PAT-10,Pattern Matching Improvements,Object patterns with complex matching. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-EXPR-26,Const Expressions,Const List with typed declaration. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-EXPR-30,Const Expressions,Const List with simple values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-PAT-9,Pattern Matching Improvements,Rest elements in map patterns. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-PAT-8,Pattern Matching Improvements,Rest elements in list patterns. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-19,Open Bugs - Pending (SHOULD FAIL),Bug-99: Stream handleError callback should receive correct args. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-18,Open Bugs - Pending (SHOULD FAIL),Bug-98: Extension getter on bridged List should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-36,eval() method > Multiple D4rt instances,Eval contexts should be independent. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-17,Open Bugs - Pending (SHOULD FAIL),Bug-97: num should satisfy Comparable type bound. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-35,eval() method > Collection operations,Should use map methods. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-16,Open Bugs - Pending (SHOULD FAIL),Bug-96: super.name constructor parameter forwarding should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-15,Open Bugs - Pending (SHOULD FAIL),Bug-95: List.forEach with native function tear-off should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-34,eval() method > Collection operations,Should use list methods. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-14,Open Bugs - Pending (SHOULD FAIL),Bug-94: Cascade index assignment on property should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-13,Open Bugs - Pending (SHOULD FAIL),Bug-93: Int should be implicitly promoted to double return type. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-12,Open Bugs - Pending (SHOULD FAIL),Bug-92: await on Future factory constructor should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-33,eval() method > Collection operations,Should work with list comprehensions through functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-32,eval() method > Error handling,Should throw error for null pointer on non-nullable. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-31,eval() method > Error handling,Should handle division by zero. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-42,Introspection API - analyze() > Complex scenarios,Should handle mixin declarations. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-11,Open Bugs - Pending (SHOULD FAIL),Bug-91: Imported extensions on bridged types should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-41,Introspection API - analyze() > Complex scenarios,Should handle code with syntax that might be tricky. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-29,eval() method > Error handling,Should throw error for type mismatches. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-28,eval() method > Error handling,Should throw error for undefined functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-27,eval() method > Error handling,Should throw error for undefined variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-40,Introspection API - analyze() > Complex scenarios,Should analyze full application structure. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-26,eval() method > Error handling,Should throw error when called before execute. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-10,Open Bugs - Pending (SHOULD FAIL),Bug-90: Mixin on constraint with getter should not require impl. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-25,eval() method > State persistence,Should maintain function definitions across calls. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-9,Open Bugs - Pending (SHOULD FAIL),Bug-89: Enum.values.byName should find enum value. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-24,eval() method > State persistence,Should build complex state over multiple calls. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-38,Introspection API - analyze() > AnalysisResult API,Should handle source with imports only. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-8,Open Bugs - Pending (SHOULD FAIL),Bug-88: Record pattern with :name shorthand should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-37,Introspection API - analyze() > AnalysisResult API,Should handle source with only comments. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-23,eval() method > State persistence,Should persist state across multiple eval calls. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-7,Open Bugs - Pending (SHOULD FAIL),Bug-87: Map for-in comprehension should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-36,Introspection API - analyze() > AnalysisResult API,Should handle empty source. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-35,Introspection API - analyze() > AnalysisResult API,All should iterate all types. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-34,Introspection API - analyze() > AnalysisResult API,Contains should work correctly. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-21,eval() method > Complex control flow,Should handle while loops in functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-33,Introspection API - analyze() > AnalysisResult API,GetByName should return null for non-existent names. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-32,Introspection API - analyze() > AnalysisResult API,GetByName should return correct declaration type. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-31,Introspection API - analyze() > Extension Analysis,Should detect unnamed extension. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-6,Open Bugs - Pending (SHOULD FAIL),Bug-86: runtimeType should be accessible in string interpolation. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-20,eval() method > Complex control flow,Should handle loops through function calls. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-30,Introspection API - analyze() > Extension Analysis,Should detect generic extension. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-5,Open Bugs - Pending (SHOULD FAIL),Bug-85: Should extend abstract final class in same library. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-19,eval() method > Complex control flow,Should handle if expressions in eval. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-29,Introspection API - analyze() > Extension Analysis,Should detect multiple extensions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-4,Open Bugs - Pending (SHOULD FAIL),Bug-84: Mixin should satisfy abstract method from superclass. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-18,eval() method > Class interaction,Should work with static members. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-28,Introspection API - analyze() > Extension Analysis,Should detect simple extension. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-17,eval() method > Class interaction,Should work with class inheritance. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-3,Open Bugs - Pending (SHOULD FAIL),Bug-83: Nullable function?.call() should work. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-2,Open Bugs - Pending (SHOULD FAIL),Bug-82: Function.call() should work on interpreted functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-16,eval() method > Class interaction,Should define new classes through eval. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-27,Introspection API - analyze() > Variable Analysis,Should detect complex type annotations. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-1,Open Bugs - Pending (SHOULD FAIL),Bug-81: Pattern with when guard should work (LogicalAndPatternImpl). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-15,eval() method > Class interaction,Should work with multiple class instances. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-26,Introspection API - analyze() > Variable Analysis,Should detect const expressions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-14,eval() method > Class interaction,Should modify class instance properties. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-21,Open Bugs - Pending (SHOULD FAIL),Bug-80: Cascade should work on property access (..members.add). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-24,Introspection API - analyze() > Variable Analysis,Should detect variable types. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-23,Introspection API - analyze() > Variable Analysis,Should detect top-level variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-12,eval() method > Class interaction,Should access existing classes. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-22,Introspection API - analyze() > Enum Analysis,Should detect enum implementing interface. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-21,Introspection API - analyze() > Enum Analysis,Should detect enhanced enum with fields and methods. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-BUG-20,Open Bugs - Pending (SHOULD FAIL),Bug-79: Switch expression should match sealed subclass with object pattern. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-20,Introspection API - analyze() > Enum Analysis,Should detect multiple enums. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-19,Introspection API - analyze() > Enum Analysis,Should detect simple enum. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-11,eval() method > Function calls,Should call async functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-17,Introspection API - analyze() > Class Analysis,Should detect nested classes. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-16,Introspection API - analyze() > Class Analysis,Should detect complex inheritance hierarchy. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-10,eval() method > Function calls,Should call recursive functions defined in eval. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-15,Introspection API - analyze() > Class Analysis,Should detect sealed/final/base class modifiers. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-14,Introspection API - analyze() > Class Analysis,Should detect generic class. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-13,Introspection API - analyze() > Class Analysis,Should detect class with mixins. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-12,Introspection API - analyze() > Class Analysis,Should detect class implementing interfaces. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-11,Introspection API - analyze() > Class Analysis,Should detect class inheritance. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-9,eval() method > Function calls,Should define and call new functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-9,Introspection API - analyze() > Class Analysis,Should detect abstract class. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-8,Introspection API - analyze() > Class Analysis,Should detect class with all member types. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-8,eval() method > Function calls,Should call chained functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-7,eval() method > Function calls,Should call functions with named arguments. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-6,eval() method > Function calls,Should call existing functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-7,Introspection API - analyze() > Class Analysis,Should detect simple class. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-5,eval() method > Variable access and modification,Should handle map variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-3,eval() method > Variable access and modification,Should handle list variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-388,Null Safety Features,Mixed null safety operators work together. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-387,Null Safety Features,Chained null-aware access works correctly. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-386,Null Safety Features,Spread null-aware operator (...?) includes non-null collections. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-44,Introspection API - analyze() > Function Analysis,Should detect external functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-43,Introspection API - analyze() > Function Analysis,Should detect generic functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-385,Null Safety Features,Spread null-aware operator (...?) skips null collections. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-39,Introspection API - analyze() > Function Analysis,Should detect async/generator functions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-2,eval() method > Variable access and modification,Should handle variable shadowing in new scope. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-384,Null Safety Features,Null-aware method call (?.) works for non-null receiver. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-1,eval() method > Variable access and modification,Should create new variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-25,Introspection API - analyze() > Function Analysis,Should extract function return types. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-383,Null Safety Features,Null-aware method call (?.) returns null for null receiver. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-18,Introspection API - analyze() > Function Analysis,Should extract function parameters. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-39,eval() method > Variable access and modification,Should modify mutable variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-381,Null Safety Features,Null-aware assignment operator (??=) does not assign if not null. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-380,Null Safety Features,Null-aware assignment operator (??=) assigns if null. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-10,Introspection API - analyze() > Function Analysis,Should detect simple function declarations. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-38,eval() method > Variable access and modification,Should access existing variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-394,Null Safety Features,Null coalescing operator (??) chooses left side for non-null left. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-377,Comprehensive Null Safety Tests,Null safety with collection operations. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-393,Null Safety Features,Null coalescing operator (??) chooses right side for null left. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-392,Null Safety Features,Null-aware access operator (?.) works for non-null values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-37,eval() method > Basic expressions,Should evaluate conditional expressions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-376,Comprehensive Null Safety Tests,Null safety with method parameters and return values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-30,eval() method > Basic expressions,Should evaluate null-aware expressions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-391,Null Safety Features,Null-aware access operator (?.) returns null for null values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-375,Comprehensive Null Safety Tests,Mixed null safety operators in single expression. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-373,Comprehensive Null Safety Tests,Spread null-aware with nested collections. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-22,eval() method > Basic expressions,Should evaluate string expressions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-379,Comprehensive Null Safety Tests,Null-aware assignment with complex expressions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-390,Null Safety Features,Null assertion operator (!) throws on null values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-389,Null Safety Features,Null assertion operator (!) works. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-378,Comprehensive Null Safety Tests,Null-aware method calls with complex return types. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-13,eval() method > Basic expressions,Should evaluate boolean expressions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-382,Null Safety Features,Nullable types are supported. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-374,Comprehensive Null Safety Tests,Complex null safety scenario with chaining and coalescing. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-4,eval() method > Basic expressions,Should evaluate arithmetic expressions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-41,Export Tests,Export conflict: two different exports define the same symbol. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-40,Export Tests,Export conflict: local declaration vs. exported symbol. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-44,Export Tests,"Export with hide: main imports B, B exports A hide varA. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-42,Export Tests,"Export with show: main imports B, B exports A show funcA, funcCommon. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-43,Export Tests,"Simple export: main imports B, B exports A. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-26,Enhanced Type System > Type System Edge Cases,Generic type bounds validation. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-25,Enhanced Type System > Type System Edge Cases,Type checking with Object hierarchy. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-24,Enhanced Type System > Type System Edge Cases,Null safety with type casting. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-22,Enhanced Type System > Advanced Type Features,Dynamic type behavior. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-21,Enhanced Type System > Advanced Type Features,Type inference for local variables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-20,Enhanced Type System > Advanced Type Features,Nullable type handling. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-19,Enhanced Type System > Runtime Type Validation,Method parameter type validation. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-18,Enhanced Type System > Runtime Type Validation,Generic type argument validation. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-17,Enhanced Type System > Type Error Messages,Clear error message for invalid cast. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-16,Enhanced Type System > Type Error Messages,Clear error message for type mismatch. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-15,Enhanced Type System > Enhanced Type Checking (is/is!),Type checking with generics. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-14,Enhanced Type System > Enhanced Type Checking (is/is!),Type checking with complex inheritance. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-7,INTER-002: Top-level setter assignment,Read-only getter without setter throws on assignment. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-12,Enhanced Type System > Type Casting (as operator),Type casting with mixins. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-12,INTER-002: Top-level setter assignment,String setter works correctly. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-11,INTER-002: Top-level setter assignment,Compound assignment works with getter/setter. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-11,Enhanced Type System > Type Casting (as operator),Type casting with interfaces. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-10,INTER-002: Top-level setter assignment,Read after assignment returns new value. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-9,INTER-002: Top-level setter assignment,Assign to top-level setter updates native value. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-10,Enhanced Type System > Type Casting (as operator),Invalid downcast should throw error. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-28,Enhanced Type System > Type Casting (as operator),Type casting with inheritance hierarchy. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-8,INTER-002: Top-level setter assignment,Read top-level getter returns native value. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-27,Enhanced Type System > Type Casting (as operator),Type casting with custom classes. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-122,resolveImportsRecursively,Handles imports with double quotes. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-120,resolveImportsRecursively,Skips dart: and package: imports. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-119,resolveImportsRecursively,Handles circular imports gracefully. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-118,resolveImportsRecursively,Resolves relative imports. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-124,executeFileContinued,Returns failure for non-existent file. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-FILE-116,executeFileContinued,Adds declarations to global environment. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-TYPE-23,Enhanced Type System > Type Casting (as operator),Failed type casting throws RuntimeError. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
